Timestamp,Initials,Article,Volume,Issue,Page,Title and Subtitle,Artist/Photographer,Engraving Company,Type,Size,Orientation,Location on Page,Identity Groups pictured and named (or can be deduced),People pictured and named (or can be deduced),Groups/Organizations/Entities pictured and named (or can be deduced),Places pictured and named (or can be deduced),Activities pictured and named (or can be deduced),Flora and Fauna pictured and named (or can be deduced),Commodities pictured and named (or can be deduced),Technology/Transportation/Infrastructure/Built Environment pictured and named (or can be deduced),Natural Environment/Climate pictured and named (or can be deduced),Themes,3-4 Main Elements,Description,Additional Notes,Further Research Required?,Required Research Notes
7/16/2013 18:23:35,RM,Old California Days,8,2,79,"Sutter's Fort in 1849. From Revere's ""Tour on Duty.""",Joseph Revere,n/a,drawing,,not rotate,3; 4,settlers; emigrants; soldiers,n/a,n/a,California; Sutter's Fort; Sacramento,military; ,n/a,flags;,horses; fort,n/a,Domestic policy; foreign policy; migration; expansionism--settlement; arts--visual,fort; military; Sacramento,"An engraving of Sutter's Fort in present-day Sacramento done by Joseph Revere for his 1848 book  ""A Tour of Duty in California.""","Reprinted from Revere's 1848 book, originally lithographed by William Endicott in New York.",No,
7/16/2013 18:36:59,RM,Old California Days,8,2,80,"Monterrey in 1849. From Revere's ""Tour.""",Joseph Revere,n/a,drawing,,not rotate,3; 4,settlers; emigrants,n/a,n/a,Monterey,sailing; picnicking; surveying,n/a,n/a,houses; ships; schooners,harbor; bay,Expansionism--settlement; Leisure; Maritime culture; Migration--to California,Migration; leisure; Monterey; bay,An illustration of Anglo settlers picnicking and overlooking the Monterey harbor.,"Reprinted from Revere's 1848 book, originally lithographed by William Endicott in New York.",No,
7/16/2013 18:48:13,RM,Old California Days,8,2,81,"The Alcalde at the Diggings. From Colton's ""Three Years in California.""",n/a,n/a,drawing,,not rotate,1; 2,miners; municipal officials; military,Alcalde of Monterey (Walter Colton),n/a,California,mining; prospecting,,gold,mule,rock,Nature--exploitation; Humor; Economics--development; Expertise;,Mining; gold; Walter Colton,"Humorous engraving of Walter Colton, the Alcalde of Monterey, inspecting the findings at a dig. This engraving was included in Colton's reminiscences of the Gold Rush, titled ""Three Years in California."" The depiction is humorous because of the stereotypical depiction of the refined official and the rough miner.","Reprinted from Colton's ""Three Years in California"" (1851).",No,
7/16/2013 23:02:22,AW,La Fiesta de Los Angeles,6,6,267,"The Pueblo Indians, Fiesta of 1896.","Waite, copyrighted by Lummis",n/a,photograph,,not rotated,3; 4; 5; 6,Pueblo Indians; women; men; youth; adults,n/a,Pueblo Indians; La Fiesta de Los Angeles ,Los Angeles,posing; parade,n/a,clothing,building; windows; tunnel,n/a,Peoples--Indigenous; Interculturalism--comparison; Publics; Race and Ethnicity; Tourism,Pueblo Indians; La Fiesta de Los Angeles; Interculturalism--comparison,The image shows a group of Pueblo peoples posing formally in for curved lines of different genders and ages beneath some sort of tunnel or bridge. ,,No,
7/16/2013 23:10:30,AW,La Fiesta de Los Angeles,6,6,268,"Fiesta de Los Angeles, 1896. Sweet Peas. ",n/a,n/a,drawing,,not rotated,1; 3,women; white; upper class,n/a,La Fiesta de Los Angeles,Los Angeles,sitting; carriage riding; posing,sweet peas; horses ,carriage; horse; sweet pea flowers; dresses; hats,carriage; horse,n/a,Gender--femininity; Publics; Class-wealthy; Race and Ethnicity; Tranquility; Leisure; Aesthetics ,Gender--femininity; Class--wealthy; Leisure; Tranquility,"The image, likely a painting, shows two young, white women seated in a carriage covered in sweet pea flowers. The horse leading the wistful looking young women is snow white like their dresses. The image presents an overall image of calm femininity.  ",,Yes,What kind of image is it?
7/16/2013 23:16:08,AW,La Fiesta de Los Angeles,6,6,268,F. K. Rule. President La Fiesta de Lost Angeles (cut off),n/a,n/a,photograph ,,not rotated,4,man; white; upper class,F. K. Rule,La Fiesta de Los Angeles,Los Angeles,posing,n/a,suit; tie; shirt,n/a,n/a,Gender--masculinity; Class--wealthy; Age--middle age; Economics,Gender--masculinity; Class--wealthy; F. K. Rule,The image shows a sober-faced F. K. Rule centered. ,,No,
7/16/2013 23:25:00,AW,La Fiesta de Los Angeles,6,6,268,"Mission Indians, Fiesta, 1897.",Waite,Union Eng. Co. ,photograph,,not rotated,5; 6,Mission Indians; men,n/a,La Fiesta de Los Angeles; Mission Indians,Los Angeles,performance ,trees,clothing,field; bleachers; building ,sunny; clear skies,Peoples--indigenous; Interculturalism--sharing; Gender--masculinity; Race and Ethnicity; Publics,Mission Indians; Interculturalism; La Fiesta de Los Angeles ,A group of Mission Indians are moving in a field surrounded by empty bleachers. It looks as though they could be practicing for something in the Fiesta. ,,No,
7/16/2013 23:34:19,AW,La Fiesta de Los Angeles,6,6,269,"La Reina de la Fiesta of 1897, Miss Francisca Alexander. ",Schumacher ,Mausard-Collier Eng. Co. ,photograph,,not rotated,1; 2; 3; 4; 5; 6,woman; white; upper class,Miss Francisca Alexander,La Fiesta de Los Angeles,Los Angeles,competing; photographing; posing,n/a,dress; crown; jewelry,photography studio,n/a,Gender--femininity; Aesthetics; Class--wealthy; Leisure; Tranquility,Gender--femininity; Aesthetics; Miss Francisca Alexander; La Fiesta de Los Angeles,The image centers Miss Francisca Alexander posed in an elaborate gown looking away from the camera calmly. ,,No,
7/16/2013 23:45:33,AW,La Fiesta de Los Angeles,6,6,270,The Floral Queen Sallie P. M'Farland and Her Maids of Honor.,M. B. Howard,L. A. Eng. Co. ,photograph,,not rotated,1; 2; 3; 4,women; girls; youth; upper class; white; man,Sallie P. M' Farland ,La Fiesta de Los Angeles,Los Angeles,parading,horse,parade float; gowns; bonnets; decor; horse,horse; parade float,sunny ,Gender--femininity; Class--wealthy; Tourism; Aesthetics; Publics; Success; Leisure,Gender--femininity; La Fiesta de Los Angeles; Aesthetics,"The picture shows a large, elaborate and mostly white parade float with Sallie M' Farland seated in the front and her maids of honor toward the back. Superimposed on the bottom left of the image is a man riding a horse. The head of the animal sticks out. ",,No,
7/16/2013 23:50:47,AW,La Fiesta de Los Angeles,6,6,270,"The Santa Claus Float, 1897.",M. B. Howard,L. A. Eng. Co. ,photograph,,not rotated,3; 4; 5; 6,n/a,n/a,La Fiesta de Los Angeles,Los Angeles,parading,reindeer ,parade float,parade float,n/a,Aesthetics,Aesthetics; reindeer; La Fiesta de Los Angeles ,"The image shows a finished, faux ice-covered parade float with no one on it. ",,No,
7/17/2013 8:01:05,AW,La Fiesta de Los Angeles,6,6,272,"Floral Day, 1897. 
1. Marigold Cart of F. K. Rule (Stiffler Photo)
2. Americus Club, Pasadena, escorting the Queen to the Throne
3. Sweet Pea Carriage (Photo. by Waite) ",Stiffler; Waite,n/a,photograph; montage,,not rotated,1; 2; 3; 4; 4; 6,men; women; upper class; white; soldier,F. K. Rule; Francisca Alexander ,La Fiesta de Los Angeles; Americus Club,Los Angeles,Carriage riding; presenting; parading; watching; guarding ,marigold; sweet pea; horses; trees,cart; fence; buildings; field; arena; marigolds; sweet peas; dress; hat; uniform,carriage; guns; arena; field,sunny,Gender; Class--wealthy; Publics; Aesthetics; Tourism; Success,Gender; Class--wealthy; La Fiesta de Los Angeles,"The page is covered by a montage of three photographs- the first showing F. K. Rule sitting in a carriage with three women, drawn by two horses, covered in marigolds. The second photograph is a long shot, showing a large crowd seated in an area watching the Queen of Fiesta being walked to her throne. The last photograph is a reshot of the same image of women sitting in the sweet pea carriage. ",The last image is the same one from a different angle found on page 268. ,No,
7/17/2013 8:09:24,AW,La Fiesta de Los Angeles,6,6,271,"Floral Day, 1897.
1. Rose Cart.
2. Los Caballeros.
3. A Marguerite Four-in-Hand.",Graham & Morrill,L. A. Eng. Co. ,photograph; montage,,not rotated,1; 2; 3; 4; 5; 6,women; white; men; hispanic; adults; upper class; working class,n/a,La Fiesta de Los Angeles,Los Angeles,parading; horseback riding; posing ,horses; roses; flowers; trees,horses; flowers; hats; dresses,carriage; horses,sunny,Gender; Class; Peoples--Hispanic; Race and Ethnicity; Aesthetics; Publics; Interculturalism--comparison; Leisure; Tourism,Class; Gender; Interculturalism--comparison; La Fiesta de Los Angeles,"The page is covered by a montage of three images: a rose cart with women, a group of caballeros, and a cart with wealthy men and women. The picture of the caballeros is sandwiched between two images of wealthy, white people. ",n/a,No,
7/17/2013 9:20:50,MB,Big Things from Little.,7,4,190,His Start in Business.,N/A,N/A,Photograph,?,Not rotate,1,N/A,Al Levy,N/A,Los Angeles,selling food,N/A,tamales,tamale cart,N/A,Promotion; Food and Drink,tamale cart; Al Levy; Promotion; Food and Drink,A photograph of Al Levy tending his tamale cart.,N/A,No,N/A
7/17/2013 9:22:43,MB,Big Things from Little.,7,4,190,"His Place of Business, 1895",N/A,N/A,Photograph,?,Not rotate,6,restaurant workers,Al Levy,N/A,Los Angeles,Selling food,N/A,oysters,food stand,N/A,Promotion; Food and Drink,food stand; Al Levy; Promotion; Food and Drink,A photograph of Al Levy's oyster food stand in Los Angeles in 1895.,N/A,No,N/A
7/17/2013 9:28:41,MB,Big Things from Little.,7,4,191,"The Present Wholesale and Retail, Fish and Oyster House and Cafe of Al Levy, 111 W. Third St., Los Angeles.
1-Reception Room to Ladies' and Gentlemen's Cafe. 2 and 4-Looking south and north to Ladies' and Gentlemen's Cafe. 3-A corner of the Sales and Range Room. 5.-Gentlemen's Dining Room. 6-Frontage.",N/A,N/A,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,cooks,N/A,Oyster and Fish Cafe,Los Angeles,cooking,N/A,oysters; fish,rooms; tables; chairs; lamps; kitchen; frontage,N/A,Promotion; Food and Drink,Oyster and Fish Cafe; Al Levy; Promotion; Food and Drink,"A photograph montage of Al Levy's Oyster and Fish Cafe in Los Angeles, complete with images of multiple interior rooms and the exterior frontage of the establishment.",N/A,No,N/A
7/17/2013 18:04:59,MB,Freestanding,9,6,278,"""Antonio Leveled His Rifle and Fired.""
(See page 294.)",? (illegible),? (illegible),Photograph,?,Not rotate,1; 2; 3; 4; 5; 6,men; women,Antonio,N/A,N/A,rifle shooting,trees; lion (?),N/A,rifles,N/A,Danger; Gender,rifle shooting; lion; Danger; Gender,A photograph of a man named Antonio shooting a rifle at what appears to be a lion attacking a woman.,N/A,Yes,"Is there any way to determine if the ""background figures"" in the image are indeed a lion and a woman?"
7/17/2013 20:13:02,MB,In Old Manila,9,6,279,N/A,N/A,N/A,Drawing (?),?,Not rotate,3,soldier,N/A,N/A,Manila,wading (through water),N/A,N/A,N/A,water,Location profile--city,soldier; Manila; wading; water,"A drawing of what appears to be a soldier wading through water, presumably in Manila.",N/A,No,N/A
7/17/2013 20:15:39,MB,In Old Manila,9,6,280,On the Beach at Cavite.,N/A,N/A,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,soldiers,N/A,army (or military of some kind),Cavite; Philippines,standing,palm trees,N/A,N/A,beach,Location profile,soldiers; beah; Cavite; Location profile,A photograph of soldiers on the beach at Cavite.,N/A,No,N/A
7/17/2013 20:24:14,MB,In Old Manila,9,6,281,California troops disembarking at Cavite.,N/A,N/A,Photograph,?,Not rotate,1; 2,Californians; soldiers,N/A,United States Army,Cavite,disembarking,trees,N/A,ships,sea; beach,Location profile; Expansionism--imperialism,soldiers; Cavite; Californian; Location profile,A photograph of Californian soldiers disembarking at Cavite.,N/A,No,N/A
7/17/2013 20:26:36,MB,In Old Manila,9,6,281,The Camp at Cavite.,N/A,N/A,Photograph,?,Not rotate,5; 6,N/A,N/A,N/A,Cavite,camping,trees,N/A,tents,N/A,Location profile,tents; Cavite; camping,"A photograph of a camp at Cavite, with tents clearly visible.",N/A,No,N/A
7/17/2013 20:30:07,MB,In Old Manila,9,6,282,Some of Aguinaldo's Insurgents.,N/A,N/A,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,insurgents; Filipinos,Aguinaldo,Philippine army,Philippines,standing,N/A,N/A,hats; buildings,N/A,Foreign policy--war; Location profile,insurgents; Aguinaldo; Foreign policy--war,"A group photograph of Filipino ""insurgents"" fighting under Aguinaldo.",N/A,No,N/A
7/17/2013 20:33:30,MB,In Old Manila,9,6,283,40th Pennsylvania Prepared for an Attack.,N/A,N/A,Photograph,?,Not rotate,3; 4,soldiers,N/A,40th Pennsylvania,Philippines,preparing,N/A,N/A,building,N/A,Location profile; Foreign policy--war,soldiers; 40th Pennsylvania; Philippines; Foreign policy--war,A photograph of soldiers from the 40th Pennsylvania (regiment) preparing for battle in the Philippines.,N/A,No,N/A
7/17/2013 20:37:17,MB,In Old Manila,9,6,284,In Old Manila.,N/A,N/A,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,Filipinos,N/A,N/A,Manila,standing,trees,N/A,hats; buildings,N/A,Location profile--city,Manila; Filipinos; Location profile--city,"A photograph of Manila, prominently featuring Filipino people in the foreground and a number of buildings, as well as trees, in the background.",N/A,No,N/A
7/17/2013 20:40:30,MB,In Old Manila,9,6,285,"Corregidor Island, at Entrance to Manila Bay.",N/A,N/A,Photograph,?,Not rotate,1; 2,N/A,N/A,N/A,Corregidor Island; Manila Bay,N/A,N/A,N/A,N/A,island; bay,Location profile,Corregidor Island; Manila Bay; Location profile,A photograph of Corregidor Island from across Manila Bay.,N/A,No,N/A
7/17/2013 20:43:49,MB,In Old Manila,9,6,285,The 10th Pennsylvania as it Reached the Trenches.,N/A,N/A,Photograph,?,Not rotate,3; 4; 5; 6,soldiers,N/A,10th Pennsylvania,Philippines,N/A,trees,N/A,trenches; hut,N/A,Location profile; Foreign policy--war,soldiers; 10th Pennsylvania; trenches; Foreign policy--war,A photograph of soldiers from the 10th Pennsylvania (regiment) arriving at trenched fortifications in the Philippines.,N/A,No,N/A
7/17/2013 20:46:51,MB,In Old Manila,9,6,286,California Troops Wading Ashore at Cavite.,N/A,N/A,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,soldiers; Californians,N/A,United States Army,Cavite,wading,N/A,N/A,building,sea,Location profile; Foreign policy--war,soldiers; Californians; Cavite; Foreign policy--war,"A photograph of Californian soldiers wading ashore at Cavite, in the Philippines.",N/A,No,N/A
7/17/2013 20:50:19,MB,In Old Manila,9,6,287,Capt. Fillmer and his Men (1st Cal.) in the Trenches at Manila.,N/A,N/A,Photograph,?,Not rotate,3; 4,captain; soldiers; Californians,Capt. Fillmer,1st California,Manila,sitting,N/A,N/A,trenches; helmets; hats; boots,N/A,Location profile--city; Foreign policy--war,Capt. Fillmer; soldiers; 1st California; Manila,A photograph of Capt. Fillmer and soldiers from the 1st California (regiment) in the trenches in Manila.,N/A,No,N/A
7/17/2013 20:56:20,MB,In Old Manila,9,6,288,The Landing of the Commissioner at Honolulu.,N/A,Mausard-Collier Eng. Co.,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,soldiers; sailors; commissioner,the Commissioner [unnamed],N/A,Honolulu,rowing,N/A,N/A,boats; oars; ships,sea,Foreign policy--war,the Commissioner; boat; Honolulu,A photograph of a boat landing at Honolulu carrying an unnamed commissioner.,N/A,Yes,"Is there any way to determine who ""the Commissioner"" is?"
7/17/2013 21:45:45,MB,From Hawaii,9,6,290,The U. S. Commissioners in Honolulu,N/A,Mausard-Collier Eng. Co.,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,Commissioners,N/A,United States,Honolulu,trip to Hawaii,flowers,N/A,building; walkway,N/A,Location profile--city; Expansionism--annexation,United States; Commissioners; Hawaii; Expansionism--annexation,"A photograph of the U. S. Commissioners, amongst other members of their travelling party to Hawaii as well as (possibly) natives, in Honolulu.",N/A,No,N/A
7/17/2013 21:49:38,MB,From Hawaii,9,6,291,Banquet Given by the Princess Kaalucani to the Commissioners.,N/A,Mausard-Collier Eng. Co.,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,Princess; Commissioners,Princess Kaalucani,United States,Hawaii,banqueting,N/A,N/A,room; table; chairs,N/A,Location profile; Expansionism--annexation,United States; Commissioners; Hawaii; Princess Kaalucani,A photograph of a a banquet given by Princess Kaalucani to the United States Commissioners during their trip to Hawaii.,N/A,No,N/A
7/17/2013 21:53:21,MB,From Hawaii,9,6,292,The Commissioners Entertained by Judge Kalua.,N/A,Mausard-Collier Eng. Co.,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,Commissioners; Judge,Judge Kalua,United States,Hawaii,entertaining,N/A,N/A,room; table; chairs; windows,N/A,Location profile; Expansionism--annexation,United States; Commissioners; Hawaii; Judge Kalua,A photograph of Judge Kalua entertaining the United States Commissioners during their trip to Hawaii.,N/A,No,N/A
7/21/2013 14:17:30,RM,The Parks of Los Angeles,8,2,89,In Central Park.,Pierce,Mausard-Collier Eng. Co.,photograph,,not rotate,3; 4,n/a,n/a,n/a,"Los Angeles; Central Park, Los Angeles",n/a,trees; palm trees,n/a,road; park,n/a,Location profile--city; Publics; cultivation--horticulture; nature,Los Angeles; park; cultivation--horticulture; nature,A view of Central Park in Los Angeles showing landscaped vegetation and a walking path or road.,"Image has ""953"" in lower right corner.",No,
7/21/2013 14:21:33,RM,The Parks of Los Angeles,8,2,90,In Griffith Park--Nature Unadorned.,Stiffler,Mausard-Collier Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6,n/a,n/a,n/a,"Griffith Park, Los Angeles",n/a,trees; grass,n/a,dirt road; park,n/a,Nature; Location profile--city; Publics; cultivation--horticulture,Los Angeles; park; nature; cultivation--horticulture,A view of the relatively uncultivated Griffith Park in Los Angeles.,,,
7/21/2013 14:32:19,RM,The Parks of Los Angeles,8,2,91,A Bit of East-Side Park.,Turnbull,C.M. Davis Eng. Co.,photograph,,not rotate,1; 2; 3; 4; 5; 6,n/a,n/a,n/a,"East-Side Park, Los Angeles",n/a,trees; grass,n/a,bridge; road; pond,pond,Nature; Location profile--city; Publics; cultivation--horticulture; leisure,Nature; Los Angeles; park; cultivation--horticulture,A bridge in East-Side Park in Los Angeles.,n/a,No,
